agent_id,dem_age,dem_gender,dem_ethnicity,dem_education,dem_income,dem_occupation,dem_industry,dem_politics,dem_religion,dem_text,hx_hh,hx_em,hx_ex,hx_ag,hx_co,hx_op,psm_risk,psm_patience,psm_altruism,psm_pos_rec,psm_neg_rec,psm_trust,cs_deontology,cs_utilitarianism,human_roll,human_report,human_reason,human_honest
617,55,woman,white,an undergraduate degree,"between $75,000 and $99,000 per year",retired,retired healthcare worker,independent,catholic,"You are a 55-year-old white woman. You have an undergraduate degree. You are retired. You lean independent politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",3.5,2.75,3.75,3.5,4.0,3.5,5,8,10,9,2.3333333333333335,6,3.6,2.0,1,1,I am honest so I entered the number that I rolled.,True
618,61,woman,white,an undergraduate degree,"between $150,000 and $199,000 per year",full-time,healthcare,republican,protestant,"You are a 61-year-old white woman. You have an undergraduate degree. You work full-time in the healthcare sector. You lean republican politically. You identify as protestant. Your household income is between $150,000 and $199,000 per year.",4.25,3.5,3.5,2.75,3.75,2.75,1,9,10,9,6.0,8,4.0,1.0,5,5,I entered the number that appeared after I rolled the di.,True
619,37,man,asian,an undergraduate degree,"between $75,000 and $99,000 per year",full-time,retail,,not religious,"You are a 37-year-old asian man. You have an undergraduate degree. You work full-time in the retail sector. You identify as not religious. Your household income is between $75,000 and $99,000 per year.",4.25,2.5,4.25,2.75,3.5,4.0,7,6,5,7,2.6666666666666665,4,3.8,2.4,6,6,I was hoping for a 5 due to the highest amount of payment but was sad to see I got the number with zero payment was my initial response.,True
620,55,woman,white,some college education,"between $100,000 and $149,000 per year",full-time,technology,republican,catholic,"You are a 55-year-old white woman. You have some college education. You work full-time in the technology sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",4.75,2.75,3.75,3.25,3.25,3.5,3,7,10,10,0.0,6,3.8,2.0,1,1,"There was no reasoning. I just followed directions. It may have the lowest payout, but it is what was rolled.",True
621,50,man,asian,a high school diploma,"between $50,000 and $74,000 per year",self-employed,options Trader,republican,not religious,"You are a 50-year-old asian man. You have a high school diploma. You work as a self-employed professional in the options Trader sector. You lean republican politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",4.0,2.0,2.75,2.5,3.0,2.5,5,6,2,8,2.6666666666666665,4,4.0,1.0,4,4,I mistakenly entered the reward number at first. It was not very clear what to do so i assumed.,True
622,55,woman,white,a high school diploma,"less than $25,000 per year",homemaker or caregiver,unemployed,independent,protestant,"You are a 55-year-old white woman. You have a high school diploma. You are a homemaker or caregiver. You lean independent politically. You identify as protestant. Your household income is less than $25,000 per year.",4.25,3.25,2.75,2.5,3.5,3.0,1,6,6,8,6.0,6,3.6,2.6,6,6,It was the right and honest thing to do,True
623,46,man,hispanic,some college education,"between $100,000 and $149,000 per year",self-employed,finance,republican,protestant,"You are a 46-year-old hispanic man. You have some college education. You work as a self-employed professional in the finance sector. You lean republican politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.25,1.75,3.75,2.75,4.25,4.0,7,10,10,10,5.0,4,2.8,1.0,2,2,I entered the number I rolled.,True
624,67,woman,white,an undergraduate degree,"between $75,000 and $99,000 per year",retired,arts and entertainment,democrat,catholic,"You are a 67-year-old white woman. You have an undergraduate degree. You are retired. You lean democrat politically. You identify as catholic. Your household income is between $75,000 and $99,000 per year.",4.0,3.0,3.5,2.75,4.0,2.25,1,8,9,9,1.0,8,3.6,2.0,1,1,I entered the number that was rolled. I'm not going to lie about it.,True
625,68,woman,white,some college education,"more than $200,000 per year",retired,retired,independent,other,"You are a 68-year-old white woman. You have some college education. You are retired. You lean independent politically. You identify with a religion not listed here. Your household income is more than $200,000 per year.",4.0,3.0,3.75,2.25,4.5,4.25,8,9,0,5,1.6666666666666667,1,3.6,2.4,5,5,"I told me to roll the die and enter what number was on the die. I rolled a 5, therefore, I entered a 5.",True
626,61,woman,white,an undergraduate degree,"between $100,000 and $149,000 per year",full-time,manufacturing,independent,not religious,"You are a 61-year-old white woman. You have an undergraduate degree. You work full-time in the manufacturing sector. You lean independent politically. You identify as not religious. Your household income is between $100,000 and $149,000 per year.",5.0,2.75,4.5,4.0,3.75,4.25,7,9,9,9,2.0,8,2.6,2.0,3,3,The number 3 is what was rolled so I entered that number,True
627,47,man,white,a doctoral degree,"between $150,000 and $199,000 per year",full-time,technology,democrat,catholic,"You are a 47-year-old white man. You have a doctoral degree. You work full-time in the technology sector. You lean democrat politically. You identify as catholic. Your household income is between $150,000 and $199,000 per year.",2.0,3.25,3.0,3.0,3.0,3.75,8,9,10,8,9.666666666666666,7,4.4,4.8,4,4,It is what my dice roled that i feel it decided for me.,True
628,51,man,white,a graduate degree,"less than $25,000 per year",unemployed,arts and entertainment,other,not religious,"You are a 51-year-old white man. You have a graduate degree. You are currently unemployed. You do not align with a specific political party. You identify as not religious. Your household income is less than $25,000 per year.",4.25,2.5,3.25,2.75,3.5,4.5,4,4,8,10,0.6666666666666666,7,2.4,3.0,3,5,seems like a test. i'll enter the highest reward,False
629,55,woman,white,a graduate degree,"between $100,000 and $149,000 per year",full-time,finance,republican,catholic,"You are a 55-year-old white woman. You have a graduate degree. You work full-time in the finance sector. You lean republican politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",3.25,3.5,3.5,2.0,3.0,3.75,7,6,6,8,5.666666666666667,5,3.2,2.0,2,2,2,True
630,56,woman,white,a graduate degree,"between $25,000 and $49,000 per year",self-employed,arts and entertainment,republican,protestant,"You are a 56-year-old white woman. You have a graduate degree. You work as a self-employed professional in the arts and entertainment sector. You lean republican politically. You identify as protestant. Your household income is between $25,000 and $49,000 per year.",5.0,2.5,5.0,4.25,2.25,4.0,3,1,10,9,3.3333333333333335,7,3.8,1.0,5,5,I entered the number that was shown on the die. I really didn't have anything to decide; there didn't seem to be any other option here. Those were the instructions.,True
631,56,person,white,an undergraduate degree,"less than $25,000 per year",full-time,manufacturing,democrat,not religious,"You are a 56-year-old white person. You have an undergraduate degree. You work full-time in the manufacturing sector. You lean democrat politically. You identify as not religious. Your household income is less than $25,000 per year.",3.75,2.75,4.5,2.5,4.25,4.25,7,10,9,8,1.0,8,3.6,1.0,6,4,I want the highest payout possible and don't think there are any consequences to lying in this situation.,False
632,65,woman,white,a graduate degree,"between $100,000 and $149,000 per year",retired,government,republican,protestant,"You are a 65-year-old white woman. You have a graduate degree. You are retired. You lean republican politically. You identify as protestant. Your household income is between $100,000 and $149,000 per year.",4.75,4.25,3.5,2.75,4.25,2.75,1,10,10,9,0.0,0,4.8,1.0,5,5,I used logic based upon the instructions. It was a streamlined approach,True
633,24,woman,white,some college education,"between $25,000 and $49,000 per year",homemaker or caregiver,manufacturing,republican,other,"You are a 24-year-old white woman. You have some college education. You are a homemaker or caregiver. You lean republican politically. You identify with a religion not listed here. Your household income is between $25,000 and $49,000 per year.",3.5,3.5,2.5,3.5,3.5,4.0,6,6,6,5,5.666666666666667,5,3.0,4.0,1,1,i got that number from rolling the dice,True
634,72,woman,white,a graduate degree,"between $100,000 and $149,000 per year",part-time,legal,democrat,jewish,"You are a 72-year-old white woman. You have a graduate degree. You work part-time in the legal sector. You lean democrat politically. You identify as jewish. Your household income is between $100,000 and $149,000 per year.",4.25,3.25,4.0,2.75,4.0,4.0,6,8,8,9,4.333333333333333,7,3.4,2.0,2,2,"I entered the number that I received when I rolled the die, as instructed.",True
635,69,woman,white,some college education,"between $100,000 and $149,000 per year",retired,retired,democrat,catholic,"You are a 69-year-old white woman. You have some college education. You are retired. You lean democrat politically. You identify as catholic. Your household income is between $100,000 and $149,000 per year.",4.0,3.0,4.25,2.5,3.75,3.5,8,7,10,9,4.333333333333333,7,3.0,1.0,6,6,Instructed in previous page to enter the number rolled,True
636,18,man,hispanic,some college education,"between $50,000 and $74,000 per year",student,education,other,other,"You are a 18-year-old hispanic man. You have some college education. You are a student. You do not align with a specific political party. You identify with a religion not listed here. Your household income is between $50,000 and $74,000 per year.",3.0,3.75,3.25,3.25,3.25,4.25,7,8,7,9,4.0,6,3.4,2.2,3,3,"Whether or not I would be penalized for entering an alternate number, whether it was worth taking 3 extra dollars from the researching community or not",True
637,50,woman,hispanic,some college education,"between $25,000 and $49,000 per year",self-employed,retail,democrat,catholic,"You are a 50-year-old hispanic woman. You have some college education. You work as a self-employed professional in the retail sector. You lean democrat politically. You identify as catholic. Your household income is between $25,000 and $49,000 per year.",4.25,3.25,4.25,4.0,4.0,3.75,10,6,10,10,0.6666666666666666,9,3.8,2.0,2,2,Memory,True
638,31,woman,black,some college education,"between $50,000 and $74,000 per year",unemployed,other,democrat,not religious,"You are a 31-year-old black woman. You have some college education. You are currently unemployed. You lean democrat politically. You identify as not religious. Your household income is between $50,000 and $74,000 per year.",4.0,3.25,3.0,2.0,4.0,3.75,3,8,8,10,3.3333333333333335,3,3.4,2.0,6,6,"I decided the number to enter based on what the instructions informed me to do, even though the payout was nothing extra. It was the right thing to do regardless.",True
